Date, MatchId, home_team_id, home_team_name, away_team_id, away_team_name, half_time_score,, full_time_score,, home_prob, draw_prob, away_prob, home_odds, draw_odds, away_odds, odds_home_prob, odds_draw_prob, odds_away_prob, model_pred, odds_pred, model_correct?, odds_correct?, payout
27/11/2016 12:00:00,1080630,27,Watford,96,Stoke,0,1,0,1,0.402345446,0.25421017,0.343444384,2.4,3.3,3.3,0.407407407,0.296296296,0.296296296,0,0,0,0,0
19/11/2016 15:00:00,1080631,31,Everton,259,Swansea,0,1,1,1,0.468598969,0.23579414,0.29560689,1.6,4.33,6,0.611179072,0.225839842,0.162981086,0,0,0,0,0
4/12/16 13:30,1080632,183,Bournemouth,26,Liverpool,0,2,4,3,0.367593569,0.223907055,0.408499376,5,4,1.75,0.195804196,0.244755245,0.559440559,2,2,0,0,0
19/11/2016 12:30:00,1080633,32,Man United,13,Arsenal,0,0,1,1,0.442525228,0.213423978,0.344050794,2.6,3.4,2.9,0.375762195,0.287347561,0.336890244,0,0,0,0,0
3/12/16 15:00,1080634,162,Crystal Palace,18,Southampton,2,0,3,0,0.378040744,0.247963986,0.37399527,3.5,3.3,2.3,0.279146745,0.29606473,0.424788525,0,2,1,0,3.5
20/11/2016 16:00:00,1080635,21,Middlesbrough,15,Chelsea,0,1,0,1,0.376848332,0.230979055,0.392172612,7,4,1.57,0.138723216,0.242765628,0.618511155,2,2,1,1,1.57
6/11/16 14:15,1080636,214,Hull,18,Southampton,0,1,2,1,0.373177977,0.245993883,0.38082814,5.75,3.8,1.7,0.169620586,0.256662728,0.573716686,2,2,0,0,0
4/12/16 16:00,1080637,31,Everton,32,Man United,0,1,1,1,0.405319621,0.226635846,0.368044533,3.6,3.5,2.15,0.270052037,0.277767809,0.452180154,0,2,0,0,0
19/11/2016 15:00:00,1080638,18,Southampton,26,Liverpool,0,0,0,0,0.37785736,0.223969261,0.39817338,3.4,3.6,2.2,0.286541245,0.270622287,0.442836469,2,2,0,0,0
6/11/16 16:30,1080639,14,Leicester,175,West Brom,0,0,1,2,0.448321124,0.270682447,0.280996429,1.8,3.6,5.25,0.542635659,0.271317829,0.186046512,0,0,0,0,0
3/12/16 12:30,1080640,167,Man City,15,Chelsea,1,0,1,3,0.502648582,0.202998371,0.294353048,2.15,3.6,3.6,0.455696203,0.272151899,0.272151899,0,0,0,0,0
19/11/2016 15:00:00,1080641,96,Stoke,183,Bournemouth,0,1,0,1,0.400436787,0.243541286,0.356021927,2.3,3.4,3.4,0.425,0.2875,0.2875,0,0,0,0,0
17/12/2016 15:00:00,1080642,96,Stoke,14,Leicester,2,0,2,2,0.458377584,0.255605752,0.286016663,2.6,3.4,2.9,0.375762195,0.287347561,0.336890244,0,0,0,0,0
5/12/16 20:00,1080643,21,Middlesbrough,214,Hull,0,0,1,0,0.476268185,0.24307074,0.280661075,1.83,3.5,5.25,0.534351145,0.279389313,0.186259542,0,0,1,1,1.83
19/11/2016 15:00:00,1080644,16,Sunderland,214,Hull,1,0,3,0,0.374003228,0.266595758,0.359401014,2.15,3.4,3.8,0.454929577,0.287676056,0.257394366,0,0,1,1,2.15
17/12/2016 15:00:00,1080645,16,Sunderland,27,Watford,0,0,1,0,0.388446827,0.265423034,0.346130139,2.63,3.3,2.9,0.369840779,0.294751894,0.335407327,0,0,1,1,2.63
3/12/16 15:00,1080646,96,Stoke,184,Burnley,2,0,2,0,0.484026732,0.256135785,0.259837483,1.62,4,6.5,0.604510579,0.244826784,0.150662637,0,0,1,1,1.62
19/11/2016 17:30:00,1080647,30,Tottenham,29,West Ham,0,1,3,2,0.539742337,0.213651371,0.246606292,1.5,4.5,7.5,0.652173913,0.217391304,0.130434783,0,0,1,1,1.5
18/12/2016 16:00:00,1080648,30,Tottenham,184,Burnley,1,1,2,1,0.593611374,0.214567358,0.191821268,1.22,7,15,0.796419903,0.138804612,0.064775485,0,0,1,1,1.22
3/12/16 15:00,1080649,16,Sunderland,14,Leicester,0,0,2,1,0.384303639,0.273823842,0.341872519,3.4,3.4,2.3,0.2875,0.2875,0.425,0,2,1,0,3.4
19/11/2016 15:00:00,1080650,27,Watford,14,Leicester,2,1,2,1,0.427515209,0.260589652,0.311895138,2.8,3.3,2.75,0.348837209,0.295983087,0.355179704,0,2,1,0,2.8
17/12/2016 17:30:00,1080651,175,West Brom,32,Man United,0,1,0,2,0.28604659,0.24054798,0.47340543,5.75,3.8,1.7,0.169620586,0.256662728,0.573716686,2,2,1,1,1.7
3/12/16 15:00,1080652,30,Tottenham,259,Swansea,2,0,5,0,0.52234805,0.219647457,0.258004493,1.36,5.5,9,0.71511124,0.176827507,0.108061254,0,0,1,1,1.36
21/11/2016 20:00:00,1080653,175,West Brom,184,Burnley,3,0,4,0,0.407985882,0.280923439,0.311090679,1.95,3.4,4.5,0.498290181,0.285784074,0.215925745,0,0,1,1,1.95
17/12/2016 15:00:00,1080654,29,West Ham,214,Hull,0,0,1,0,0.455197162,0.243173767,0.301629071,1.62,4.1,6,0.600556613,0.237293101,0.162150286,0,0,1,1,1.62
3/12/16 15:00,1080655,175,West Brom,27,Watford,2,0,3,1,0.387290156,0.268427951,0.344281894,2.2,3.3,3.75,0.443786982,0.295857988,0.26035503,0,0,1,1,2.2
27/11/2016 14:15:00,1080656,13,Arsenal,183,Bournemouth,1,1,3,1,0.530337609,0.209523532,0.260138859,1.4,5,9,0.696594427,0.19504644,0.108359133,0,0,1,1,1.4
26/12/2016 15:00:00,1080657,13,Arsenal,175,West Brom,0,0,1,0,0.618585254,0.203205087,0.178209659,1.33,5.5,8.5,0.715159859,0.172938657,0.111901484,0,0,1,1,1.33
3/12/16 17:30,1080658,29,West Ham,13,Arsenal,0,1,1,5,0.347195048,0.225107006,0.427697946,4.75,4.2,1.75,0.206388206,0.233415233,0.56019656,2,2,1,1,1.75
26/11/2016 12:30:00,1080659,184,Burnley,167,Man City,1,1,1,2,0.260344159,0.226171599,0.513484242,9,6,1.33,0.107910751,0.161866126,0.730223124,2,2,1,1,1.33
26/12/2016 15:00:00,1080660,184,Burnley,21,Middlesbrough,0,0,1,0,0.339162827,0.263172934,0.397664239,2.9,3.1,2.6,0.327775519,0.306628711,0.365595771,2,2,0,0,0
31/01/2017 20:00:00,1080661,26,Liverpool,15,Chelsea,0,1,1,1,0.489304226,0.209112746,0.301583028,2.65,3.25,2.9,0.36641073,0.298765672,0.334823598,0,0,0,0,0
26/11/2016 17:30:00,1080662,15,Chelsea,30,Tottenham,1,1,2,1,0.463035572,0.215414679,0.321549749,1.75,3.8,5.25,0.557457213,0.256723716,0.185819071,0,0,1,1,1.75
26/12/2016 15:00:00,1080663,15,Chelsea,183,Bournemouth,1,0,3,0,0.513286756,0.214975173,0.271738071,1.36,5,8.5,0.698324022,0.189944134,0.111731844,0,0,1,1,1.36
1/2/17 20:00,1080664,96,Stoke,31,Everton,1,1,1,1,0.390453939,0.244768449,0.364777612,2.88,3.4,2.63,0.339891442,0.287908045,0.372200514,0,2,0,0,0
26/11/2016 15:00:00,1080665,214,Hull,175,West Brom,0,1,1,1,0.470233802,0.260117249,0.269648949,3.1,3.2,2.6,0.31634981,0.306463878,0.377186312,0,2,0,0,0
26/12/2016 17:15:00,1080666,214,Hull,167,Man City,0,0,0,3,0.306825446,0.223575187,0.469599366,10,5.5,1.3,0.095143047,0.172987359,0.731869594,2,2,1,1,1.3
4/2/17 12:30,1080667,15,Chelsea,13,Arsenal,1,0,3,1,0.446649268,0.212998055,0.340352677,1.95,3.6,4.2,0.49851632,0.270029674,0.231454006,0,0,1,1,1.95
2/1/17 15:00,1080668,31,Everton,18,Southampton,0,0,3,0,0.443395288,0.232855283,0.323749429,2.2,3.4,3.6,0.442836469,0.286541245,0.270622287,0,0,1,1,2.2
26/12/2016 15:00:00,1080669,14,Leicester,31,Everton,0,0,0,2,0.353120629,0.253066417,0.393812954,2.5,3.3,2.9,0.381731153,0.289190267,0.32907858,2,0,1,0,2.9
4/2/17 15:00,1080670,162,Crystal Palace,16,Sunderland,0,4,0,4,0.47926794,0.258299329,0.262432731,1.7,3.9,5.5,0.57306973,0.249799626,0.177130644,0,0,0,0,0
2/1/17 15:00,1080671,167,Man City,184,Burnley,0,0,2,1,0.64013705,0.192484378,0.167378572,1.17,8.5,19,0.833871176,0.114779915,0.051348909,0,0,1,1,1.17
27/12/2016 17:15:00,1080672,26,Liverpool,96,Stoke,2,1,4,1,0.577417691,0.206557533,0.216024776,1.3,5.5,10,0.731869594,0.172987359,0.095143047,0,0,1,1,1.3
10/12/16 15:00,1080673,13,Arsenal,96,Stoke,1,1,3,1,0.563929616,0.209141265,0.226929119,1.35,5.5,9.5,0.720689655,0.176896552,0.102413793,0,0,1,1,1.35
4/2/17 15:00,1080674,31,Everton,183,Bournemouth,3,0,6,3,0.454529594,0.231722593,0.313747814,1.7,4,5.25,0.571817563,0.243022464,0.185159973,0,0,1,1,1.7
2/1/17 12:30,1080675,21,Middlesbrough,14,Leicester,0,0,0,0,0.488891233,0.246926788,0.264181979,2.75,3.2,2.88,0.355336212,0.305367057,0.33929673,0,0,0,0,0
26/12/2016 15:00:00,1080676,32,Man United,16,Sunderland,1,0,3,1,0.59925118,0.209815212,0.190933609,1.22,6.5,13,0.780312125,0.146458583,0.073229292,0,0,1,1,1.22
10/12/16 15:00,1080677,184,Burnley,183,Bournemouth,2,1,3,2,0.332766053,0.256216324,0.411017623,3.5,3.5,2.2,0.278481013,0.278481013,0.443037975,2,2,0,0,0
4/2/17 15:00,1080678,214,Hull,26,Liverpool,1,0,2,0,0.309102714,0.230169481,0.460727805,8,4.75,1.45,0.12192963,0.205355167,0.672715202,2,2,0,0,0
3/1/17 20:00,1080679,96,Stoke,27,Watford,1,0,2,0,0.460467858,0.248592666,0.290939476,1.8,3.5,4.5,0.52238806,0.268656716,0.208955224,0,0,1,1,1.8
28/12/2016 19:45:00,1080680,18,Southampton,30,Tottenham,1,1,1,4,0.40710814,0.227363901,0.36552796,2.8,3.25,2.6,0.340314136,0.293193717,0.366492147,0,2,0,1,0
11/12/16 12:00,1080681,15,Chelsea,175,West Brom,0,0,1,0,0.602090158,0.210648251,0.18726159,1.25,6.25,15,0.779220779,0.155844156,0.064935065,0,0,1,1,1.25
5/2/17 16:00,1080682,14,Leicester,32,Man United,0,2,0,3,0.317409776,0.239525115,0.443065109,5.75,4,1.65,0.168851935,0.242724656,0.588423409,2,2,1,1,1.65
2/1/17 15:00,1080683,16,Sunderland,26,Liverpool,1,1,2,2,0.260408714,0.231030649,0.508560636,11,5.5,1.33,0.088725817,0.177451634,0.733822548,2,2,0,0,0
26/12/2016 15:00:00,1080684,259,Swansea,29,West Ham,0,1,1,4,0.455967638,0.239100937,0.304931425,2.63,3.2,2.8,0.362166532,0.297655618,0.34017785,0,0,0,0,0
10/12/16 15:00,1080685,214,Hull,162,Crystal Palace,1,0,3,3,0.420678145,0.257353205,0.32196865,3.5,3.3,2.3,0.279146745,0.29606473,0.424788525,0,2,0,0,0
5/2/17 13:30,1080686,167,Man City,259,Swansea,1,0,2,1,0.571150306,0.201501825,0.227347869,1.22,7,15,0.796419903,0.138804612,0.064775485,0,0,1,1,1.22
4/1/17 20:00,1080687,30,Tottenham,15,Chelsea,1,0,2,0,0.453532057,0.21630767,0.330160273,2.63,3.25,2.63,0.355969332,0.288061336,0.355969332,0,2,1,0,2.63
26/12/2016 12:30:00,1080688,27,Watford,162,Crystal Palace,0,1,1,1,0.407196099,0.257928097,0.334875804,2.5,3.3,2.9,0.381731153,0.289190267,0.32907858,0,0,0,0,0
10/12/16 17:30,1080689,14,Leicester,167,Man City,3,0,4,2,0.287312146,0.226451609,0.486236246,5.25,4,1.7,0.185159973,0.243022464,0.571817563,2,2,0,0,0
4/2/17 15:00,1080690,18,Southampton,29,West Ham,1,2,1,3,0.489816423,0.228910596,0.28127298,1.85,3.75,4.5,0.525087515,0.259043174,0.215869312,0,0,0,0,0
2/1/17 15:00,1080691,175,West Brom,214,Hull,0,1,3,1,0.372710426,0.269641436,0.357648138,1.75,3.7,5.5,0.55829904,0.264060357,0.177640604,0,0,1,1,1.75
1/1/17 16:00,1080692,13,Arsenal,162,Crystal Palace,1,0,2,0,0.570442807,0.210178211,0.219378981,1.29,5.5,9.5,0.729748603,0.171159218,0.099092179,0,0,1,1,1.29
11/12/16 16:30,1080693,26,Liverpool,29,West Ham,1,2,2,2,0.575243751,0.202812746,0.221943503,1.3,6,11,0.749148695,0.162315551,0.088535755,0,0,0,0,0
4/2/17 17:30,1080694,30,Tottenham,21,Middlesbrough,0,0,1,0,0.517290555,0.219709966,0.262999479,1.29,6,13,0.760901375,0.163593796,0.075504829,0,0,1,1,1.29
2/1/17 17:15,1080695,29,West Ham,32,Man United,0,0,0,2,0.362608564,0.228788904,0.408602532,6,4,1.65,0.162962963,0.244444444,0.592592593,2,2,1,1,1.65
31/12/2016 15:00:00,1080696,184,Burnley,16,Sunderland,1,0,4,1,0.418605836,0.276541221,0.304852943,2.4,3.25,3.3,0.405558707,0.299489507,0.294951787,0,0,1,1,2.4
11/12/16 14:15,1080697,32,Man United,30,Tottenham,1,0,1,0,0.458836897,0.215942572,0.325220531,2.2,3.4,3.6,0.442836469,0.286541245,0.270622287,0,0,1,1,2.2
4/2/17 15:00,1080698,27,Watford,184,Burnley,2,0,2,1,0.452672383,0.262317424,0.285010193,2.15,3.3,3.9,0.453968254,0.295767196,0.25026455,0,0,1,1,2.15
14/01/2017 15:00:00,1080699,184,Burnley,18,Southampton,0,0,1,0,0.32149003,0.255772789,0.422737181,3.6,3.4,2.2,0.270622287,0.286541245,0.442836469,2,2,0,0,0
31/12/2016 15:00:00,1080700,15,Chelsea,96,Stoke,1,0,4,2,0.546919925,0.215454276,0.237625799,1.25,6.5,14,0.780278671,0.150053591,0.069667738,0,0,1,1,1.25
11/12/16 14:15,1080701,18,Southampton,21,Middlesbrough,0,0,1,0,0.466102191,0.234450047,0.299447762,1.7,3.7,6,0.573791677,0.263634014,0.162574309,0,0,1,1,1.7
4/2/17 15:00,1080702,175,West Brom,96,Stoke,1,0,1,0,0.358920504,0.26789543,0.373184067,2.3,3.25,3.5,0.422862454,0.299256506,0.277881041,2,0,0,1,0
15/01/2017 13:30:00,1080703,31,Everton,167,Man City,1,0,4,0,0.371337253,0.219047861,0.409614886,4.5,4,1.8,0.216216216,0.243243243,0.540540541,2,2,0,0,0
30/12/2016 20:00:00,1080704,214,Hull,31,Everton,1,1,2,2,0.374417323,0.246778441,0.378804237,4.33,3.5,1.95,0.224333164,0.277532171,0.498134666,2,2,0,0,0
10/12/16 15:00,1080705,259,Swansea,16,Sunderland,0,0,3,0,0.513804738,0.245073416,0.241121845,2.15,3.5,3.6,0.452180154,0.277767809,0.270052037,0,0,1,1,2.15
11/2/17 12:30,1080706,13,Arsenal,214,Hull,1,0,2,0,0.577465924,0.20717506,0.215359016,1.29,6,13,0.760901375,0.163593796,0.075504829,0,0,1,1,1.29
14/01/2017 15:00:00,1080707,214,Hull,183,Bournemouth,1,1,3,1,0.384428926,0.24571748,0.369853594,3.3,3.5,2.3,0.29606473,0.279146745,0.424788525,0,2,1,0,3.3
31/12/2016 15:00:00,1080708,14,Leicester,29,West Ham,1,0,1,0,0.396112346,0.254260942,0.349626712,2.1,3.6,3.7,0.464921466,0.271204188,0.263874346,0,0,1,1,2.1
10/12/16 12:30,1080709,27,Watford,31,Everton,1,1,3,2,0.361858732,0.246433195,0.391708073,3.1,3.4,2.45,0.314755337,0.286982807,0.398261855,2,2,0,0,0
13/02/2017 20:00:00,1080710,183,Bournemouth,167,Man City,0,1,0,2,0.363750963,0.218351126,0.417897911,7.5,5,1.44,0.12972973,0.194594595,0.675675676,2,2,1,1,1.44
14/01/2017 17:30:00,1080711,14,Leicester,15,Chelsea,0,1,0,3,0.313478066,0.239063433,0.4474585,6,4.1,1.62,0.162150286,0.237293101,0.600556613,2,2,1,1,1.62
31/12/2016 17:30:00,1080712,26,Liverpool,167,Man City,1,0,1,0,0.457037075,0.206041625,0.336921301,2.35,3.6,3.1,0.414792789,0.270767515,0.314439695,0,0,1,1,2.35
13/12/2016 19:45:00,1080713,183,Bournemouth,14,Leicester,1,0,1,0,0.505474499,0.238565217,0.255960284,2.4,3.4,3.2,0.407185629,0.28742515,0.305389222,0,0,1,1,2.4
12/2/17 13:30,1080714,184,Burnley,15,Chelsea,1,1,1,1,0.284847307,0.240342946,0.474809748,9,5,1.4,0.108359133,0.19504644,0.696594427,2,2,0,0,0
15/01/2017 16:00:00,1080715,32,Man United,26,Liverpool,0,1,1,1,0.429119149,0.214726026,0.356154826,2.15,3.4,3.75,0.453373633,0.28669215,0.259934216,0,0,0,0,0
31/12/2016 15:00:00,1080716,32,Man United,21,Middlesbrough,0,0,2,1,0.51875911,0.218127427,0.263113463,1.25,6,16,0.777327935,0.16194332,0.060728745,0,0,1,1,1.25
14/12/2016 19:45:00,1080717,21,Middlesbrough,26,Liverpool,0,1,0,3,0.351170895,0.228002982,0.420826123,6,4.33,1.6,0.162981086,0.225839842,0.611179072,2,2,1,1,1.6
11/2/17 17:30,1080718,26,Liverpool,30,Tottenham,2,0,2,0,0.493072223,0.209880644,0.297047133,2.3,3.4,3.4,0.425,0.2875,0.2875,0,0,1,1,2.3
14/01/2017 15:00:00,1080719,16,Sunderland,96,Stoke,1,3,1,3,0.360309403,0.264904102,0.374786495,3.1,3.3,2.5,0.314525353,0.29546321,0.390011437,2,2,1,1,2.5
31/12/2016 15:00:00,1080720,18,Southampton,175,West Brom,1,1,1,2,0.546055339,0.233944864,0.219999797,1.75,3.7,5.5,0.55829904,0.264060357,0.177640604,0,0,0,0,0
14/12/2016 19:45:00,1080721,16,Sunderland,15,Chelsea,0,1,0,1,0.283881026,0.237685177,0.478433797,10,5.75,1.33,0.09748558,0.169540138,0.732974282,2,2,1,1,1.33
11/2/17 15:00,1080722,32,Man United,27,Watford,1,0,2,0,0.569116976,0.211626513,0.21925651,1.25,6.5,14,0.780278671,0.150053591,0.069667738,0,0,1,1,1.25
14/01/2017 15:00:00,1080723,259,Swansea,13,Arsenal,0,1,0,4,0.358721601,0.228553492,0.412724908,7,4.75,1.5,0.14004914,0.206388206,0.653562654,2,2,1,1,1.5
31/12/2016 15:00:00,1080724,259,Swansea,183,Bournemouth,0,2,0,3,0.422945605,0.239666276,0.33738812,2.9,3.4,2.6,0.336890244,0.287347561,0.375762195,0,2,0,1,0
14/12/2016 19:45:00,1080725,29,West Ham,184,Burnley,1,0,1,0,0.492471322,0.247536103,0.259992576,1.67,4,5.75,0.58550245,0.244447273,0.170050277,0,0,1,1,1.67
11/2/17 15:00,1080726,21,Middlesbrough,31,Everton,0,0,0,0,0.419574796,0.239654628,0.340770577,3.9,3.3,2.15,0.25026455,0.295767196,0.453968254,0,2,0,0,0
14/01/2017 12:30:00,1080727,30,Tottenham,175,West Brom,2,0,4,0,0.596661107,0.213656191,0.189682702,1.33,5.5,11,0.733822548,0.177451634,0.088725817,0,0,1,1,1.33
1/1/17 13:30,1080728,27,Watford,30,Tottenham,0,3,1,4,0.324915554,0.235741792,0.439342654,5.5,3.75,1.62,0.170598147,0.250210615,0.579191238,2,2,1,1,1.62
14/12/2016 20:00:00,1080729,162,Crystal Palace,32,Man United,0,1,1,2,0.342217666,0.237160865,0.420621469,5.25,4,1.7,0.185159973,0.243022464,0.571817563,2,2,1,1,1.7
11/2/17 15:00,1080730,96,Stoke,162,Crystal Palace,0,0,1,0,0.437531342,0.253942772,0.308525886,2.15,3.3,3.9,0.453968254,0.295767196,0.25026455,0,0,1,1,2.15
14/01/2017 15:00:00,1080731,27,Watford,21,Middlesbrough,0,0,0,0,0.379170089,0.251160958,0.369668953,2.5,3.2,3.2,0.390243902,0.304878049,0.304878049,0,0,0,0,0
3/1/17 19:45,1080732,183,Bournemouth,13,Arsenal,2,0,3,3,0.381204452,0.223436454,0.395359094,4.33,3.4,1.85,0.2167284,0.276009992,0.507261607,2,2,0,0,0
14/12/2016 20:00:00,1080733,175,West Brom,259,Swansea,0,0,3,1,0.340722005,0.264446063,0.394831931,2.05,3.5,4,0.476595745,0.279148936,0.244255319,2,0,0,1,0
11/2/17 15:00,1080734,16,Sunderland,18,Southampton,0,2,0,4,0.320196892,0.252851978,0.42695113,3.9,3.4,2.1,0.249737671,0.286463799,0.463798531,2,2,1,1,2.1
14/01/2017 15:00:00,1080735,29,West Ham,162,Crystal Palace,0,0,3,0,0.446696686,0.246131435,0.307171879,2.38,3.4,3.2,0.409207161,0.286445013,0.304347826,0,0,1,1,2.38
3/1/17 20:00,1080736,162,Crystal Palace,259,Swansea,0,1,1,2,0.402069794,0.254011568,0.343918638,1.75,3.5,4.75,0.535211268,0.267605634,0.197183099,0,0,0,0,0
13/12/2016 19:45:00,1080737,31,Everton,13,Arsenal,1,1,2,1,0.389060932,0.223965959,0.386973108,4.2,3.75,1.91,0.231537604,0.259322116,0.50914028,0,2,1,0,4.2
12/2/17 16:00,1080738,259,Swansea,14,Leicester,2,0,2,0,0.482131369,0.24918395,0.268684681,2.4,3.3,3.25,0.405558707,0.294951787,0.299489507,0,0,1,1,2.4
22/01/2017 14:15:00,1080739,13,Arsenal,184,Burnley,0,0,2,1,0.615646694,0.204122289,0.180231017,1.2,7.5,17,0.812619503,0.13001912,0.057361377,0,0,1,1,1.2
14/12/2016 20:00:00,1080740,167,Man City,27,Watford,1,0,2,0,0.614657235,0.193403928,0.191938837,1.29,6.5,11,0.760031889,0.150837098,0.089131012,0,0,1,1,1.29
11/2/17 15:00,1080741,29,West Ham,175,West Brom,0,1,2,2,0.495796572,0.246831357,0.257372072,2.25,3.3,3.6,0.433497537,0.295566502,0.270935961,0,0,0,0,0
21/01/2017 15:00:00,1080742,183,Bournemouth,27,Watford,0,1,2,2,0.50632055,0.23273672,0.260942731,1.83,3.75,4.75,0.533827826,0.260507979,0.205664194,0,0,0,0,0
14/12/2016 20:00:00,1080743,96,Stoke,18,Southampton,0,0,0,0,0.389162295,0.244035987,0.366801718,3.1,3.3,2.5,0.314525353,0.29546321,0.390011437,0,2,0,0,0
25/02/2017 15:00:00,1080744,15,Chelsea,259,Swansea,1,1,3,1,0.528151706,0.217141523,0.254706772,1.25,6.5,15,0.783919598,0.150753769,0.065326633,0,0,1,1,1.25
22/01/2017 16:30:00,1080745,15,Chelsea,214,Hull,1,0,2,0,0.560625607,0.213706352,0.225668041,1.18,8,19,0.82671598,0.121940607,0.051343413,0,0,1,1,1.18
14/12/2016 20:00:00,1080746,30,Tottenham,214,Hull,1,0,3,0,0.554999621,0.216396442,0.228603937,1.22,7,15,0.796419903,0.138804612,0.064775485,0,0,1,1,1.22
25/02/2017 15:00:00,1080747,162,Crystal Palace,21,Middlesbrough,1,0,1,0,0.397211801,0.253086877,0.349701322,2.1,3.2,4.2,0.463768116,0.304347826,0.231884058,0,0,1,1,2.1
21/01/2017 15:00:00,1080748,162,Crystal Palace,31,Everton,0,0,0,1,0.379301863,0.248754403,0.371943734,3.25,3.4,2.38,0.301075269,0.287792536,0.411132195,0,2,0,1,0
18/12/2016 13:30:00,1080749,183,Bournemouth,18,Southampton,1,1,1,3,0.434867695,0.232907891,0.332224414,3,3.3,2.6,0.326484018,0.296803653,0.376712329,0,2,0,1,0
25/02/2017 15:00:00,1080750,31,Everton,16,Sunderland,1,0,2,0,0.545774655,0.232591732,0.221633614,1.4,5.25,8.5,0.698630137,0.18630137,0.115068493,0,0,1,1,1.4
21/01/2017 12:30:00,1080751,26,Liverpool,259,Swansea,0,0,2,3,0.558769748,0.208889622,0.23234063,1.22,7,15,0.796419903,0.138804612,0.064775485,0,0,0,0,0
17/12/2016 12:30:00,1080752,162,Crystal Palace,15,Chelsea,0,1,0,1,0.338236567,0.236842003,0.424921429,6.5,4.2,1.57,0.1495272,0.231411143,0.619061657,2,2,1,1,1.57
25/02/2017 15:00:00,1080753,214,Hull,184,Burnley,0,0,1,1,0.466786835,0.260796978,0.272416186,2.15,3.3,3.9,0.453968254,0.295767196,0.25026455,0,0,0,0,0
21/01/2017 17:30:00,1080754,167,Man City,30,Tottenham,0,0,2,2,0.506419494,0.203634742,0.289945764,2.15,3.5,3.6,0.452180154,0.277767809,0.270052037,0,0,0,0,0
19/12/2016 20:00:00,1080755,31,Everton,26,Liverpool,0,0,0,1,0.375369462,0.224580128,0.40005041,4.2,3.6,1.95,0.231454006,0.270029674,0.49851632,2,2,1,1,1.95
27/02/2017 20:00:00,1080756,14,Leicester,26,Liverpool,2,0,3,1,0.288965834,0.233542086,0.47749208,5.5,4.2,1.65,0.17721519,0.232067511,0.5907173,2,2,0,0,0
